article_id,item_id_int
604015001,12853.0
497640008,6348.0
560030016,3825.0
587204002,8737.0
640129003,2685.0
634761003,9472.0
413029008,2828.0
562245046,558.0
158340001,885.0
650799002,4114.0
667173002,4972.0
562775001,3835.0
659562001,574.0
697506001,7715.0
631492007,3494.0
417427035,7887.0
635276002,7204.0
564934013,8455.0
570896001,1869.0
572400013,2059.0
586244001,12453.0
622743002,3998.0
640788002,9604.0
696435002,7713.0
560030013,11714.0
635283001,4054.0
677304003,10188.0
485673009,7988.0
633347002,7164.0
300024006,2477.0
651863006,14635.0
678073001,538.0
649323001,4872.0
589924009,167.0
538699001,293.0
573085027,217.0
552346012,1218.0
667491002,52.0
638897001,14207.0
463601008,7941.0
675515001,2184.0
643833002,7310.0
636586002,14119.0
620238001,9135.0
568597008,1010.0
572480003,5407.0
669809001,6030.0
675699001,1395.0
393447009,10592.0
624445002,2649.0
570243001,6653.0
464454011,2499.0
656037001,14780.0
664405002,1109.0
610841005,13078.0
571177005,5400.0
306307005,7793.0
664696003,10016.0
617279005,6932.0
607427006,8934.0
607541003,8935.0
660087001,14906.0
593434003,8791.0
584449001,3372.0
580859001,12308.0
685687001,1.0
701398001,10334.0
567608004,8480.0
637549002,800.0
671491001,143.0
633135005,1752.0
658030006,755.0
666354002,6008.0
691839001,391.0
650974003,336.0
669814003,4182.0
639598004,4076.0
624486001,499.0
579504001,12279.0
570004010,2948.0
662728004,256.0
657476005,806.0
632982013,1352.0
611148004,8990.0
651273003,7373.0
306847009,10474.0
626615004,5722.0
561570001,953.0
671668005,7590.0
537346020,1215.0
672590002,4987.0
625618001,9282.0
615566001,2336.0
708021002,4254.0
646903001,14466.0
572254001,12081.0
564048026,8436.0
569355003,12006.0
648738021,2704.0
615959002,4672.0
688795001,7687.0
465051005,10778.0
637561002,9526.0
663007004,3588.0
632494001,5762.0
552473009,4448.0
594147002,12630.0
606712004,12924.0
500780006,551.0
581162001,1075.0
633130002,154.0
637255001,266.0
555102005,3810.0
571052008,8560.0
644967001,9674.0
663945002,7516.0
678280002,5004.0
568137002,469.0
610729002,6885.0
611364001,791.0
576773008,4541.0
682739001,5018.0
569562005,846.0
679525001,3631.0
655580001,7434.0
662857002,422.0
637223004,1755.0
485689011,7994.0
308158014,4290.0
656763001,4138.0
637549013,1031.0
357751001,2485.0
621381008,658.0
607645003,12962.0
590083004,12556.0
665969001,6002.0
572399006,6660.0
679805001,10217.0
610070001,13046.0
633781013,7171.0
653702001,14714.0
498740017,10960.0
584925004,5456.0
653621001,2156.0
674336012,7613.0
512251004,588.0
626410001,1912.0
606983001,1723.0
554772031,1307.0
516000070,3760.0
656763005,9868.0
639738002,4079.0
632803004,9417.0
648173001,9713.0
624257001,1603.0
626813005,3051.0
611151001,4645.0
624251001,5683.0
669014003,7566.0
651348002,3558.0
567535006,3844.0
485673023,5152.0
570002008,2576.0
573856023,2062.0
182909001,1286.0
660599002,117.0
701981001,15534.0
678065001,4208.0
579365004,6698.0
642189001,9628.0
643344002,9657.0
667127001,2750.0
632813005,9419.0
617788006,6941.0
582165002,4556.0
673707002,4990.0
610185002,1163.0
625075003,4011.0
629396001,13832.0
647585002,5871.0
672957001,1797.0
611945001,13128.0
561067001,4481.0
181448022,2804.0
635238002,7201.0
558986004,4466.0
556255001,1700.0
630416001,5748.0
543054006,6468.0
617289002,6935.0
558514003,11681.0
655347007,1370.0
537688014,1852.0
619081001,1732.0
537346013,591.0
583558001,596.0
659983002,14899.0
577986001,8632.0
617169003,13301.0
610730027,1335.0
512251003,251.0
495573004,1295.0
657135001,3575.0
620908004,9157.0
619236001,4696.0
620951002,860.0
672947004,4196.0
622162001,3032.0
327310014,6218.0
694986001,937.0
606322009,6854.0
398829008,10608.0
529841004,11287.0
499807002,8055.0
639573002,2385.0
603583003,8898.0
599742004,8871.0
370868013,10552.0
481529007,4360.0
534357013,6441.0
558474001,11678.0
546896001,8274.0
633230001,9431.0
514182003,2249.0
417951001,3705.0
692679001,7703.0
188183001,1660.0
564312001,11817.0
620448001,13457.0
564310005,5350.0
635644002,4806.0
561210001,11738.0
685683001,41.0
549607002,1068.0
555364003,616.0
664074001,280.0
568601006,46.0
658502001,5958.0
490793027,6332.0
554704006,413.0
626443002,7071.0
555326010,2268.0
673638003,269.0
519929006,2867.0
542402001,641.0
494030020,2850.0
560268001,785.0
670655001,340.0
579541031,1014.0
681667002,15357.0
698272001,3194.0
646585001,14438.0
685399001,2450.0
619884014,6964.0
520175004,8156.0
367376002,7832.0
671143001,6041.0
615217003,3963.0
649369002,9741.0
495680002,10938.0
609277001,13020.0
293433002,1202.0
682285001,10235.0
591667001,8779.0
547429001,6486.0
654414002,4131.0
625483001,13680.0
523936004,8169.0
606696001,1079.0
684325001,5024.0
659204002,9917.0
640424001,14273.0
681358001,2779.0
662253002,923.0
568601020,955.0
667378002,603.0
611415003,3421.0
605092009,1333.0
602409009,12837.0
637820001,1033.0
606712001,6856.0
567479001,2284.0
446224002,214.0
399061012,3702.0
599580004,3397.0
111586001,130.0
674002001,2435.0
677304002,7633.0
673806003,6060.0
687524003,3183.0
559129008,2041.0
560209004,8403.0
567993019,8502.0
516000002,1684.0
646225001,14430.0
619353006,13398.0
650511003,4113.0
629426001,5738.0
619258002,9105.0
689980002,2792.0
566549010,3841.0
468977003,6296.0
610776020,2095.0
651490002,9779.0
634013011,5774.0
673285001,10145.0
633377001,2668.0
460363016,10768.0
629365001,3057.0
549263006,2538.0
658472001,7464.0
583215001,12366.0
634744001,7192.0
323274002,3222.0
507431029,11052.0
573410001,8584.0
644522001,2695.0
616708004,4677.0
714417001,1408.0
573085020,16.0
487932024,10892.0
673771002,7607.0
665095002,302.0
399136004,59.0
516000044,1213.0
671695001,6046.0
637661003,503.0
680810001,170.0
657203001,870.0
610730021,2094.0
670286001,4185.0
565481002,6594.0
625432001,5701.0
633870001,4047.0
635673001,2128.0
624688001,5690.0
651893003,5910.0
630037008,13855.0
714379001,1535.0
519789001,2021.0
565202014,11861.0
594987002,1717.0
413911001,10651.0
676512002,15274.0
609469001,13025.0
594541007,4596.0
532851001,8202.0
653590001,3106.0
681815003,3175.0
661794001,455.0
602722001,8895.0
471074002,6300.0
632523002,797.0
636323005,1612.0
573420001,8585.0
325087044,1542.0
649059002,2146.0
396135048,7860.0
619502001,1341.0
488012029,8011.0
449897018,10707.0
690783004,15448.0
610822019,8982.0
615092001,2334.0
430596001,7892.0
637149005,14154.0
640154003,2686.0
551045036,5276.0
639667005,14243.0
607670001,12966.0
519749036,8152.0
610671003,3417.0
630141002,3060.0
626702008,2660.0
622046005,13532.0
567725002,11935.0
631653001,4038.0
606409001,12907.0
501619006,5180.0
643282001,9656.0
623632002,1739.0
667411003,6015.0
635346001,5788.0
530176001,3775.0
626410004,4739.0
505507012,5186.0
554757003,1441.0
552370001,6503.0
658295002,4142.0
685631001,4225.0
648630002,3549.0
627563007,1746.0
493438021,5164.0
417951005,585.0
688508001,6123.0
589222003,105.0
661806001,1782.0
564787001,68.0
638039001,866.0
670390001,15146.0
612075007,2328.0
583060001,734.0
586011008,5463.0
559139004,6543.0
591100001,3910.0
493995001,3272.0
578487012,2069.0
618682007,5626.0
652708002,2717.0
579541009,3883.0
552471004,2033.0
662369005,7495.0
678260005,427.0
564343001,11829.0
623997001,5676.0
609837004,8961.0
598691001,8853.0
640149001,14257.0
615367010,1165.0
638224001,14192.0
663331002,14992.0
653275012,7405.0
715244001,10369.0
622284003,3995.0
632290003,7148.0
669713007,4978.0
651285001,4879.0
645486001,3537.0
617534004,3973.0
682550006,5017.0
608261001,3410.0
664776007,10018.0
654620001,5934.0
630037009,13856.0
679128002,15324.0
649662002,5893.0
671037001,1522.0
608028001,12980.0
662917002,14982.0
578630009,6694.0
556552001,8356.0
648627003,9723.0
672498003,2763.0
164912035,10384.0
628816006,9348.0
397068015,547.0
677341001,3620.0
212629040,1200.0
662857001,404.0
409730006,10641.0
639908001,4832.0
554772015,1442.0
622958003,692.0
688910001,543.0
643657001,2693.0
563027002,6564.0
433444001,3248.0
644362001,4849.0
633153004,1753.0
599580012,4610.0
554477005,1139.0
651253001,7372.0
639685003,569.0
565338002,3345.0
666578008,7551.0
555276003,11612.0
579751009,12281.0
549251004,4436.0
659325002,9922.0
554479001,3314.0
622295005,691.0
611144021,6892.0
687169002,1975.0
552473029,1302.0
575957001,8607.0
493103018,3742.0
509091022,5191.0
639190002,14217.0
638248002,7238.0
716419001,10371.0
583800016,12377.0
411758014,2827.0
562498004,5344.0
670752002,4983.0
668213001,10071.0
546773001,11448.0
665212003,2747.0
471641003,7954.0
628621001,9341.0
486639004,7999.0
633767001,14015.0
547429003,11455.0
616711005,2339.0
640168001,9582.0
583976001,1590.0
656686002,3573.0
622956005,9195.0
671022001,195.0
456163018,2232.0
607732001,12971.0
623277004,9208.0
640020003,4082.0
495393002,10935.0
561797001,2046.0
594167001,12631.0
416511016,3244.0
594834001,2988.0
541519001,272.0
312543001,491.0
625819001,908.0
666448005,1183.0
617919021,2101.0
651082010,804.0
651256001,14609.0
652000009,9793.0
597524003,6803.0
501616007,945.0
643975003,1934.0
642979001,14350.0
507706003,3279.0
712838008,6159.0
570033002,5396.0
639888002,7260.0
604640001,6838.0
514482002,2518.0
636892002,2134.0
632665001,2124.0
639835002,3523.0
588956001,12522.0
576859004,4543.0
694645001,6141.0
494428012,8029.0
678407001,7638.0
700840002,10332.0
505221004,2014.0
664421002,10012.0
567594001,237.0
214844001,1661.0
728162002,884.0
653567001,1500.0
650279001,1100.0
498061007,10955.0
552473021,412.0
562252031,842.0
652924005,4895.0
609650002,3947.0
680499002,3633.0
664133003,1953.0
662160001,14964.0
638532001,1759.0
477163010,7961.0
670316001,6036.0
560213002,3331.0
616808001,3435.0
534357015,3778.0
148033001,991.0
611150001,6894.0
649495001,7361.0
630696001,4769.0
644828002,5860.0
347975001,6226.0
711582001,7729.0
496111019,5170.0
510126010,1681.0
624645005,4727.0
456163028,135.0
674543001,6066.0
618899002,6948.0
624443008,13633.0
689390003,3656.0
508570004,11061.0
611144020,6891.0
697486001,3192.0
627302004,5725.0
685548002,2451.0
620094001,9129.0
481696001,6317.0
581086004,1015.0
684588007,1275.0
573284061,3864.0
399201005,10.0
616030001,3023.0
584631020,6729.0
651756002,9783.0
624120004,3465.0
651558010,3098.0
618398011,3444.0
657759002,1039.0
585413001,4564.0
636455009,106.0
579302001,313.0
657063001,2723.0
695707001,6144.0
569978002,8539.0
562252004,2049.0
580000002,1875.0
539291001,3784.0
595115001,12662.0
607347007,6861.0
521978001,3288.0
562245023,3336.0
659306002,9919.0
607367011,3005.0
593829003,2600.0
622961002,13571.0
570900001,3356.0
492899005,10921.0
581127006,12311.0
237347004,546.0
692992002,1531.0
551877001,11530.0
552471029,2034.0
486765004,8000.0
598795014,2320.0
657195001,666.0
600229001,3400.0
654436002,7419.0
623474001,9217.0
657476002,321.0
664942001,7528.0
617645010,5618.0
494030019,10929.0
641741002,2690.0
565379004,1449.0
633136003,568.0
604655006,3001.0
499368006,6352.0
608776002,654.0
560221011,2557.0
560221025,6548.0
673677004,1114.0
666651012,4969.0
619280009,9108.0
609301001,4636.0
587278001,6753.0
728146001,7738.0
438702001,3250.0
547937008,11466.0
560216002,11722.0
666328001,4967.0
654257001,3107.0
672096001,15183.0
519847011,5209.0
266875006,2809.0
576859003,3875.0
648624002,9722.0
562192001,6558.0
649242001,7356.0
640244003,112.0
650578001,868.0
522398023,2022.0
615491005,13215.0
633148004,1489.0
400246011,718.0
610744009,1336.0
599716001,962.0
554141004,1699.0
664338002,2744.0
515991007,2521.0
633136006,1610.0
504152001,833.0
647982002,2699.0
593829031,4595.0
341452001,768.0
633136009,1174.0
676754001,10183.0
589541001,8754.0
463970023,2497.0
663282001,9986.0
637266003,3074.0
672890003,186.0
688873018,824.0
640124001,1097.0
644783002,2696.0
549265001,3794.0
628426003,7097.0
684210002,1650.0
671186001,2755.0
664337001,15013.0
571598015,12067.0
673643002,1964.0
615018001,3960.0
662075001,2172.0
598517002,2991.0
656749007,7447.0
608483001,2616.0
528272001,8193.0
680336002,10221.0
601595001,1886.0
626650003,7082.0
379780038,3695.0
665620001,7540.0
571198001,6654.0
597045001,8839.0
395575001,1829.0
651911002,7386.0
610776024,738.0
601102001,364.0
372576011,6233.0
631744003,1173.0
580041001,4551.0
685284003,408.0
624066001,9233.0
640020001,3524.0
399256023,1060.0
620182001,3449.0
655710006,919.0
539286001,3303.0
642739002,1253.0
651276001,1364.0
594264003,652.0
661095001,757.0
624661001,7038.0
399136033,996.0
667395002,10059.0
672054004,1642.0
685347003,2196.0
560208006,8402.0
645626001,4853.0
694672001,10310.0
590083014,12557.0
624123003,5680.0
619502002,5632.0
700862001,1817.0
617426002,4683.0
561797004,11761.0
678224001,15303.0
561813004,5340.0
700822003,3666.0
508184016,2246.0
562252032,1862.0
636359001,14108.0
541519026,2882.0
643999001,14373.0
531310002,2256.0
445419009,3251.0
663003005,405.0
567475004,2567.0
522398050,1214.0
495949002,5168.0
570004045,12033.0
573695001,4536.0
552346014,1698.0
617280003,6934.0
605571010,8918.0
662696003,4155.0
634332005,501.0
691208001,936.0
564418002,1863.0
676756001,15280.0
647416005,4105.0
541706002,11387.0
624634001,2115.0
548613032,6492.0
539723003,152.0
666327008,10045.0
659460001,2416.0
714416001,3201.0
628920004,4026.0
626406002,9303.0
567760004,11938.0
636586001,9507.0
603584011,2090.0
567411012,8475.0
441386008,5122.0
672287004,15185.0
365102032,5096.0
569997016,8545.0
618180001,3442.0
211143022,1287.0
660519003,1041.0
519773002,3766.0
640807003,802.0
610776017,2621.0
639104001,4822.0
603145001,1330.0
616708003,2338.0
513257013,5197.0
399223025,770.0
534181005,590.0
453358001,675.0
589599021,5483.0
570002028,8549.0
696545005,2797.0
539296001,4424.0
615970003,3432.0
487275017,10889.0
544116002,515.0
509210005,6376.0
683718003,6105.0
471077001,1064.0
555550003,6522.0
663355003,1510.0
614854001,1898.0
666223002,3140.0
588232001,6756.0
417427026,7886.0
662866001,3126.0
655843002,7437.0
624486010,1909.0
640244002,662.0
626813009,4746.0
485552001,10864.0
569516006,8528.0
559601002,2277.0
649746001,14570.0
294008002,1540.0
663368001,2423.0
665477002,100.0
568597009,80.0
640252004,1494.0
640727001,1360.0
619138001,13378.0
647804001,212.0
671505004,33.0
627108001,4749.0
653291002,3103.0
565259003,5361.0
640674001,14284.0
652671004,2151.0
656059004,4913.0
537612026,1138.0
316553025,6215.0
682204001,6099.0
662344003,1377.0
665303001,1043.0
591334001,2308.0
597471007,6802.0
633808001,4046.0
575495003,1585.0
581154001,12314.0
582210001,12345.0
466595003,5137.0
625818003,13711.0
635467003,14082.0
676512001,7627.0
621340001,13484.0
642502001,9636.0
658909002,3116.0
565017006,11853.0
559129003,3822.0
411413001,2826.0
556528010,5311.0
622981004,5660.0
617735004,13326.0
620434003,6975.0
503569001,8074.0
568594004,11971.0
556528008,5310.0
680604003,1807.0
696446002,10321.0
675827001,818.0
681815001,540.0
679655001,381.0
705115001,15550.0
588126001,4577.0
636455008,1357.0
703843001,2466.0
590951010,6771.0
240561001,887.0
626813010,696.0
443696001,7902.0
714411001,1283.0
636482001,14115.0
688341001,3654.0
522918006,3290.0
644803001,7321.0
656401001,4914.0
508929001,11066.0
678974002,7641.0
628458001,13804.0
623842001,5671.0
564314019,5353.0
581228002,3890.0
639672003,9566.0
598811003,8860.0
715240001,1284.0
485537021,2845.0
626380002,2654.0
684851003,1526.0
664190003,7519.0
430694019,10677.0
669915001,15130.0
578599008,12248.0
473034010,7955.0
594978005,12660.0
576656004,5428.0
549253002,8288.0
618116002,9085.0
507909008,1554.0
576661008,8612.0
701496001,10335.0
650714001,3555.0
594978001,8810.0
584449005,3373.0
548546029,6491.0
225784001,2806.0
687427001,409.0
665477003,185.0
630316008,2369.0
619739037,6962.0
627563006,7092.0
557248009,1142.0
663942001,534.0
672054001,10131.0
624486003,3467.0
617835006,1236.0
685347001,389.0
661589001,3123.0
657116003,3111.0
678995002,6089.0
616088002,1022.0
588330002,12501.0
558407005,6532.0
674601001,2182.0
659320001,5961.0
487050024,8001.0
651344001,5903.0
514865027,11133.0
391750012,6241.0
464908002,1062.0
458393001,4345.0
610709001,6883.0
626444001,2117.0
504152011,11019.0
687034002,3651.0
564934012,2933.0
386678003,7847.0
641039001,7286.0
396135046,5105.0
654238001,14736.0
588565001,6758.0
595928005,8826.0
617835005,3438.0
675181001,15249.0
610671001,737.0
505071001,8080.0
640556001,7279.0
592172007,202.0
640251003,3081.0
644783001,918.0
656015001,1260.0
651913002,4890.0
661493002,14943.0
592291002,2985.0
567990010,6619.0
586257002,2975.0
669358001,1112.0
576773017,1586.0
651337001,1773.0
689982001,2457.0
701580001,3196.0
637158001,7226.0
642975002,5841.0
592291001,5490.0
610726001,6884.0
653567003,2155.0
511105001,8120.0
639448005,5809.0
539723007,181.0
517729037,5203.0
655252002,7426.0
672016003,2433.0
646825001,14463.0
449123052,7911.0
592773001,12605.0
578739002,12254.0
468480002,6295.0
462086004,10772.0
704042001,2467.0
598795015,4608.0
612988003,13161.0
604068001,8904.0
540768015,4425.0
564283001,11811.0
565251001,11864.0
692203001,3660.0
640639001,2387.0
652731008,1366.0
590920002,2980.0
651244001,705.0
628930001,368.0
657285005,4917.0
650682001,704.0
549253007,4437.0
635273002,1246.0
670279003,3607.0
678342001,1118.0
568137004,1147.0
607537001,3944.0
567993020,1865.0
648414005,7349.0
554141001,2906.0
703629001,15543.0
551462012,8307.0
638355001,9536.0
561797002,2926.0
253448001,609.0
669360001,3600.0
699810001,15525.0
618665002,9091.0
633051007,7158.0
608221001,8942.0
644873001,14400.0
629764003,2368.0
592241007,6778.0
543062004,6469.0
629679006,1916.0
643702001,4846.0
568869002,2941.0
712838006,1984.0
665713001,1110.0
637526001,14171.0
508227020,2857.0
633749001,9443.0
570579007,8558.0
636935001,2135.0
564786020,901.0
678073002,178.0
108775015,72.0
487932038,3740.0
639192009,233.0
635418002,1924.0
671776001,10122.0
693208006,4243.0
637549004,419.0
542695004,1439.0
578020002,6686.0
554772003,243.0
606022001,398.0
635742002,5789.0
566941004,5370.0
589222002,1594.0
537895003,3302.0
452616009,4341.0
355569043,1421.0
624006001,9225.0
658254006,2165.0
532955001,3776.0
644035001,14374.0
616711001,3433.0
548110002,2264.0
634196001,7185.0
601284002,685.0
675378002,1967.0
465862001,10780.0
662328001,810.0
341782023,5089.0
618017001,9083.0
318035017,2815.0
559212002,5328.0
572127013,3861.0
476315038,10815.0
333323015,5085.0
722059002,6161.0
683416001,4220.0
606391001,5538.0
648904002,1361.0
598232001,12741.0
666352004,7549.0
625773003,599.0
602409006,3402.0
562245058,360.0
630116017,1747.0
615280005,6918.0
549256001,11487.0
478549001,165.0
622678005,3458.0
534165008,6440.0
563821001,11799.0
625311006,1085.0
656975002,2409.0
629023001,9353.0
636926001,1358.0
643833004,5851.0
682739002,3638.0
251510001,1416.0
626406004,13734.0
564787018,1579.0
643739002,2389.0
554598026,5301.0
646824002,14462.0
651517001,2400.0
451650001,4339.0
567572003,11923.0
626445001,13743.0
638981001,7244.0
646272001,3540.0
563204001,6568.0
648616001,5881.0
628816002,9346.0
651327002,9770.0
612004002,3016.0
660726002,9945.0
684825001,5025.0
702982001,4252.0
621523001,9170.0
673771001,10150.0
637566003,14176.0
244853002,3683.0
608952004,116.0
654434002,4901.0
625316006,2116.0
658183001,194.0
557908013,11664.0
609598006,4640.0
541519024,2881.0
637348001,14165.0
633781006,2125.0
657116001,2162.0
634009010,7179.0
605020002,2322.0
638282001,9535.0
565036008,6588.0
635561003,2126.0
595779008,565.0
224337001,5070.0
308158008,7797.0
612004001,4651.0
567992021,8500.0
597596005,4606.0
348442015,10522.0
272591001,1821.0
675379001,10168.0
559649001,3330.0
616222001,9049.0
607541002,2325.0
669713004,1386.0
679989002,15337.0
668321001,4975.0
551515002,5281.0
573284064,12111.0
482660018,10841.0
518318002,8149.0
546519008,6482.0
533425001,11314.0
667916003,6019.0
531862003,3297.0
509042005,6375.0
649203001,14548.0
526512008,11265.0
617311006,9068.0
657415004,1504.0
580301001,3368.0
588533002,5477.0
643588001,9661.0
637103001,1095.0
634320006,3067.0
597513003,12726.0
651793001,1626.0
578487011,519.0
589004004,8750.0
617426004,4684.0
621295001,9164.0
673638005,235.0
403479001,2825.0
654193001,5931.0
678291006,3627.0
613246006,2331.0
658850002,1945.0
694966002,1654.0
611815001,1337.0
684675001,10254.0
502941004,6360.0
684307001,15380.0
657283002,3576.0
624444002,13634.0
663830001,9998.0
670645001,10107.0
429322001,6262.0
628535009,13808.0
648950002,2395.0
658487002,4924.0
577985001,12228.0
301517036,2478.0
619502005,5633.0
560214001,4476.0
569540001,6636.0
628813001,4757.0
675875001,7625.0
598423001,6808.0
665953001,2749.0
718731003,15575.0
611415005,131.0
516712001,677.0
448515018,411.0
635957003,914.0
629551004,3058.0
687260001,489.0
660698002,4934.0
607834002,496.0
635918002,14092.0
671057003,1639.0
551504001,5280.0
588681001,5479.0
688873004,714.0
463970010,637.0
634249002,1029.0
543035002,11413.0
446224001,1671.0
678789001,1272.0
635084002,2672.0
507909023,1555.0
613147003,6905.0
707611001,3198.0
663695002,3133.0
635676001,3068.0
657200001,5949.0
484108006,10846.0
560047001,2920.0
341129001,1543.0
658955002,3579.0
485542005,5151.0
592291004,5491.0
661035001,14938.0
611144023,5572.0
677095001,10184.0
613569002,4658.0
669429001,3601.0
609469003,4639.0
625468003,7051.0
650951001,7369.0
567869002,8495.0
656668002,14805.0
673677001,1644.0
449099024,4338.0
244267032,3210.0
539878003,893.0
636420001,5792.0
637255010,369.0
644522002,9671.0
637549005,43.0
671505002,6.0
552473037,273.0
509668001,5193.0
630116008,500.0
189634001,86.0
524770004,4412.0
668466001,4976.0
513257010,4390.0
637158002,2677.0
565200029,3839.0
560222016,4477.0
619978001,9128.0
351933001,940.0
673462001,7605.0
553611006,4450.0
350911001,5091.0
570781003,681.0
617835003,5622.0
636587006,4810.0
574752003,4539.0
640807002,403.0
635084001,1176.0
616070002,6920.0
675209007,6067.0
547780004,3791.0
587782005,2080.0
