customer_id,article_id
c01c8b743d3406bf7403a13fb9b99c265cb3586a974dc1c7c4551241613a1327,458239001
5e9c8fd5b497e447ad2c85b5cac5b3d2fb64a1977892d4037a6f023ab492ae60,292453003
58f20ace7a262a7e8732a0a8561139f79c5292b666ac5fbdd029c498b0def178,452717006
0df813645d628eddced39032ba8f1ed0a2f369f8619cad11afb782645393ed56,462435026
682b85bd4f251590748713ff0215fd9dd72c1cdb7fd0c83cd8fff21a711993cb,485546006
a600448518492fc6773ae470d8d68ad10dd8e093f73750c8d4e975e0897feddf,399061023
7aeee7b42f582ca8a72838109df55c59f29391b0343d88f37177a7a3cba69316,324963007
fc17d13380b4426531d691d72bd2686c6ea76a4ee5de1fcc15d761cbbe4d31fe,484398077
04c85c85b588253a1687c452fd2bece823d93d57b001f11bb491cb0adf79dfc2,118458029
c8fc2d2711a70e6a0ca93e2575c442362e803dae43ae1eb6e945d6cbbaebe0b7,466948013
3091cb1e1a4131cb1740594bc09349b8f3580f62c037a340d976b1e11b7de192,292453011
b6393ac402da035b3ea7a1f59daf6ec0d0b4e037dec9bf8f20824240c5d00dbc,487800004
0f6d953e6cfe2fe19ee25bb43daac05d254acccf29316fd3fed1015314d6524f,485683012
6191e01aa038e5462ae3923101589570fcf5ddf80d07e71b55022137ccbb0325,430757001
1f35583b2272f552641178e3920c210aff6e9e85b1ad4a6791b3999ce825971c,408569005
cbc043f9f8c04bf4375b31e25879ca563330bc0d64760e4c59e116e8ca5dc0a0,487050003
c6baeea21bd3c112ec35a6dde581d9875522ef4ad0c8efef2f0b0e33c0057609,427114021
09463c10f9e7ed6c9dcd829c93e99b3e8a633242250d5571c947d9c560355d12,215337059
363975b4038aab17056be0a14c0e022f8e3e95996bab2f043d0a29310d3b8a7b,301687016
4e89b410d563465248d180abbd7aa19d8a5494c88609d1022f4b7ab7b1cce214,454128033
dbd9c5beba1f54da995668aea6fc9f9ff8539ee0c04030bc6bc253b67fac8904,457892003
95e04a8a22a2a8466cedba9cb524ed7fb6542b6c1e8b039b047a7e8959b8253b,457722015
6c1e0b182c908f488acf47cb61b3610bdcba298bd86fefb190edee1d0440b7e8,327144042
c148fff6a018b7057d13d0bd11f775e893d2540de57d85b33f246bb698fec0cb,312829007
b31c2bf94b988cec27a86227e1e4ffe9e565cbddc157bc6ed7c87e7f49714fdf,481151018
f398f9f4a21115cc6ab6c90b392ab83158988da0340fb932efb23db42ad09920,217207047
ac44c9cd41c29ba3aee936798ad3bd76bad0fe924a48094e6d63bc434d6d3a04,417088007
df5afe327e728582db2d5cbff0551a537ec276c20d23505fed4a16a8ed1a3699,447694008
fa9be9243ed6a086c369b50d6c4808417e13407aa782f77b33d0e26112894813,204892024
3a3832ad55e58c24603cbc7f18bdac589b28a663c181fe090a6797719bf46ae3,444404001
6d666930d5ae934479754dcfcf05adf79ba6e9a965f5fd8f1e3d8fcab273e075,485542010
eb11d423668555af75a3ef92e013216b413e3e427a383c9b190865ee8a79cfc0,488016016
eee47573426435ce3baab344918c807473cfb56610292af4c4b8f0ac085bce9a,448515023
603ad957bfca9987e63689981337b16cd9230aee7b7303cbe9b0cb48258c4fb6,405636042
db66337c0102fef25042e961257f58cdbd5fd27d89f41c198edf2c65d254f275,484205004
4699e240d7a7b7436e865c9b157658c3498302d2165de49ec3b3c108b511ac80,379780019
bb13ca703b8bf48756fa081d27f7720f97707d661ccda0134d58341730f5e80b,399061017
e24a03f47213a0f35e44e33d2d61102fca2da4b1388f2b68b611eed2535ec168,337777004
da0e6b6a5512c58456b480f25da362fc335c92a1854a5888a886a77543f6e321,390512001
1d39c44c56f0a8c98e33b9ef3395a3bf402938120c92e0a9a95bf28a300c4f3a,283236020
9fe2659cc3eedef0d16ebc5449611f58d9c319a735893a17011089b31e284841,466599001
0bf7f32a974f78752db9f91a60bb87fb15029691fbb2f1b764732c6a00d576da,479095011
435e140a329ac209a5d33bfe28a3bc18a3cd68f35f5784f8d511858a90f5e43e,395127040
b8d33711862cfaec88c4d69399efd0d22f576a164e6fda996462625dec58cef7,392269007
2a29da36eabe4753545517708913c21cc78a0ab910ef6cb8447f445aa4e09406,485176004
75c01d59cefed1f0417c15ab1f0c38ef58ba456c584c581dd5d0e49912de492e,465655016
0ba8ca03cf7dba2438a9276aaa6e0626163d84c476b02462c2d3ca7f0b6ce1c0,408884003
05cb7144a55729e91fbf1d8fa97a5c44122a39921a7768235f5343b9f8ed61c4,480581025
a5789fc4ffb50b6d169c70c451e882735bf8e28c70bdb69a0ae641359fdab2a7,413911011
e14794b302c59af3eed5473a1069ef00094284855a3f9cc4c0f9e7a97aa1f4cd,295873004
6a39495bbc90df759c7a68d4511713b86fd41c280f9adf4ebaf9e0498210d0b7,470111002
45e57b613bbbc549848c541e9f1bc7beac981c995692417b06698ac5c2e5dcf9,375248024
b393c5ca4dee483426485e9c5a6992f4624fa83456f00447adc009ddad07c36c,406181002
ccff9fe6ffce3614e11c3d734ac35292d86fa0d9b49c55c6c973524b7f9df376,458428046
a61af7a1c55b0c3b746b0df0c901ccf367f0c1cd151889aa49111315b278eafb,447795004
e43903bc941aa64dc628b57c27fdef2805eb49877dec5ce09a5e4ee3f287ba03,400901004
2adca8077236e4dd0dc8d37131e2b6295b85e9a91f3e1f254bdf6d1eff5ee5a7,454128010
c0c171020ff2e47dfbc1f802b150c71e65b71143aeca0e50458d5a190d19f4b4,375248009
6403a5849b15481e2c15e12b07e748693f46f1747447f9f4ee2ab86d278820a1,338400004
c750e026712902fa6de47abb483491a3f0c3c395588c13c633dd93bef117370d,188183008
5d01ac270597ecfa4cc828bcf47241df4aedde8dba2be0c5ecd4add9e7e16e80,411758014
96edd70b545aebe3da7b4b6552ffe205f0b1d65c453290f581ca8d4b4bb1136a,299668015
5c4c9bb911c16fbee32fa0c5d41f4739ec5a18e6e9384906e7dae5826fd456e0,433414041
2132caaeecaec685109bd5d4181347751728afd2f1d638a8233e099185963681,485542006
205b2efbf6e52f54d9324d2491259bedbf97e7b434d14a7ba8440adaf8a40d8d,307952006
20b5456fb2a6da33e0f17d94c207c4569fa6558c27c296148d5f90ada0f36139,488012014
166b6acc02ef55f27312099d780fa2c7803845fd9e58f881358d3c3c96eef3ef,485691004
17461ea289e3bcdb2c3b02ce0b9eab0dfa43797095a4322eb7c5ed0ebcbeb4af,366686024
934230b69a9240801a9d6ece70cbba82bd0ba95759cff96853d82952a434267d,436570026
4fc7a469fce8188714aca3d237f5ec2b8f435e208c0dac1ae8f6f864f4f37b35,457755002
cf9a99f4a6f22930243b3ee70722971e4a05e2fe44dc0abba61bfcee46b26c2b,466381011
0ead4c00df14396469d87c04ebc71a76e2bbc22442521f9d62fef1312e590529,319811027
c65f67680e99454d34b38192e7da5ea0913e2abc121c22a676392b8bb596f56e,386859029
b8cd65efbe69ce4f7697421603f36536fbb80b8e55f108a33c5ebdf9a4620f4c,220365007
ea2cd43a461cf6bc500545e8a42728f75201a9e87f0df81a8aaaf4699c3c6cd1,399061023
36bef50baefac4c20e0d7dfa30765d52d4b1de36aab9877dbb8e1e2bdf981801,380193010
2382ea7af814c4ab3c4af37535df87d5888f4d3f5d2db326ac674cc6ce2fbcb9,486849001
559c84448c164d04db34a3a7a57b975aaa07ca6ab81b59a28a6c984972cea215,397807002
746dafac40a4860ee30c8bce64e653554b6667b5ed5c79b14148bcbe63762471,386859027
955a4c7113da3274192ff084192066cc66702689484b7c434006fde0fcc60c15,370594007
ed3d90b7b4ac7ca7ce6ec3d5166b212180070f187aa1fc556dae319e40b46aa0,464695027
3f62c942c052f659ebb56e694b0a78d0efaebc4370571df08a4cccbdb65e70e4,478992012
531efe443eca918f660694c80fdb3ae7c463a239022301f6edec9e48c02d0c5a,293433018
6c5c125498998c733469933e31652dbc2cfababc5f8a29537f0468c70a364730,452851009
d9f5341dcd015785fd83b3d8d47f024690648c383b45d3dd2731ecdb00bc724e,485552004
d27278a6ee9a49cf06bfc76defb555ed5cdebc920bbfd1ac0754c79690fb3f2c,270382004
1dacdaef9ed72ee5660f208c9673695b9279ff522716f64c9cd6f80edda64b8a,485726008
b2032de253efe71c43078fc7a9a5a179fbe980d3339a6825d813c0833ffd0f56,413599003
c89ff805479588f3060116005500df6ddf67e964aa5c7e87ebf405a42d90533a,480574007
6d90b9b106bfbf70114dcd79ecc0aaf1cbefc8dca691458b75656e6d15b991df,404609007
afcbc713086d2d6b2fdf0fd2d680158cf22677f42a7a011793cb68d702043c06,383569009
c3ebc8cc049ab01407efe931dd4ed28d06c9258c01bae18f6a2be67a1bda80d8,464679010
7c1ac77ef6c9475381894d07ba74a584ef7e27f5184504f45c68f28f3c7e32c5,487932024
b41ed6ac537ad3f28694c9fb78260f15a7e3863514b87c927b8ffb891c40724d,347983037
d3aaea21440a7f934f9eba7dbf5258c01551ddd92a199c05ef0bcb6e05a40194,404864017
ce56e32b163191c41b9d7d690571c9c554aa32a3b7947eead47d1e5187e7a1ea,341782033
fbde928dae700f0fef9a916e455c0a1bdde5300eddc29dd42538f7287f09975d,478549006
16330307d69997c99115e2d8d2c945944b2f00c465a6d3b7b926a7f12ae58369,399256036
1a5428c4b98caaaafe985e172d3eb5c2986766d689ff18e1be9eab4fca6ed148,487750023
23f836dc99fb755d83566547c327cc11647a6a9db16b20ea1e7b91f658d2e7cf,456163083
90dbe3bfa3b64e88794ddace1a40eb14745ffe265e3655447f3d567a0e87fd40,442345026
d4e3b731156b80f6575cbc4c326809db85bc64253beebb87627504d3104d7c49,453445043
954c710b9498f3c42d457330bbd6bbb1085cfd6433f4f7104c219cba8c73ff19,379360022
a884e94b7fb194f811cbc217701acfa93ed42e395e9ab08aa77463dd127c6773,326885053
0687a31cba8dfc76804de69388f9e861dab534abdcf60d4c80df5dfc1265a761,433414034
2ee7f0a55384e56b6ad65eaa713fa083c004ffd6f7b0c1da9073fff4483d9061,249136028
c5a6fed73065c006f13622ada54cc30a3f001e5d453270c094d8cdc738c1e376,377436014
6cc069ecc4b6d67c6bafb6d057ddfc006cb48fe414ad36026a945bcc666b03aa,333323008
7cf856dde1fdaf197b4517b80fb81fdf6d5c8bafd70927fb41403e76e2b48880,457292010
309d4a243d17fd0888de5b1bdb789f3472e7edc1d3d13f306939772dca8bce28,444325004
571a0c812f936c55e55b3dbbcb22478725341a1f5cc3526b124f2d4a427d473a,433444021
90e2a9851ba41075a8ebefc9169fe940ec292c0f266f2baacbb06e416040f11c,462435028
ef41d96c70c576e0a147ad9d4eb5f06c348bb73ac720989e7ff54f3a0654a9dd,456163011
61e6ce83531f04cd96df685afdc4be7bd8ae0aa7fd0e445d8fb47b12e7122c08,484644003
683a63c64261d89ea52ba791c10909867addf7b047297cccf7a3dfd0991a5d61,485678040
13462addb2f0acc49bb7e4e5389afa6a1ad7838cf11a4cafad57772bc835eb9e,485176007
1cb8ffbdd5fa2bbbfe02561d6c01168b94ed900e683a74e723ce83c323e3de80,280256001
11d563dd74c09b1db913762eefe5aaac5d13b03bb777df7975bf743b3645752e,362997001
5719060109910b48dc0fc7c3a75caeddaecdf9497e9dccf15906035264904c33,462435036
f33242cac7bbba0aecfaeba7ac40c5af5e2f752c548c04184710d23c47144f50,386399011
30a2a41d56afd7a28d7210df8c4b95e2f3e2388893339648733e99fc352c7eed,474123001
2e32c00927daf66ed4c17ac8cb1ff567da0723d159b7484889eab4c54cb31fbd,416157003
fb8ae35d8bd026db97673b111b879c98336ecbaea573ce39a21fa97299c86d31,318035015
a3916b054aebe4969dcac69ba91e4b3701b7a444eac5577a21c93582a7bca3ce,485176007
8cf4aedb5b7bbf9a82dcc2afa133d5e0869e18065dec1c43db4166f32a09a69d,485688020
74f585a61a5a2654be39e735ec7f27469d0a3f239b74364b32ec56c643e6bad3,189691067
d70f051556cd8088dedc4837c66994492b4afcbab0e65ba9ff524a5c745c0564,300024048
f87bb9358125f309331aefb4f722bd29f40061208adccc2302a36d12f4f6b09d,300024058
dd209f560aaf8a7ffa52abb05853644c5cb04f60ecc77a7d779d5396b5413061,399223034
97ecef5e6ee741a87462cbbba4ef22b457e6dd75459f7be5f0a23c0811b40523,479372002
0af5e83c3fd26711bdd084ab33095a9ae5cc7e23908e36e94d29c08c9bd96f82,351933041
1425a36b7e677b9bca71394177d8cdac8680a7a2e63b05c89c72981e7d20d4b0,487053028
b2178f2fdcc4a75ca0f54b2a0a25ad81e8f0e66edd27aea54093c72e528f441c,485240010
3b3b40128bebf7b7edef843a5ebd0def1782291d7e902ffd446354312b11162f,325027011
abe95a0527869f2c0ef74f8d90f454190915f5ca7aa8b057c8119c445aab2aeb,481777005
f743467485a95466b793358d9cfbe0666d2d5beafe9b76f441988777ace9c3e1,316441016
af4973af52c0bad129a588eab05534781161ac4524698f328e536150a8010a5c,423900031
94a962d3d3d033b99aeb7c86024a35ca6b5dd001a51e639052738d093f94be95,457466002
3cfb8b368b82c3f31a970563d4757a08cb6e9ada1a95708552e8024b5c1c3b57,391750001
cd0b5a4d619841e2affef8a8e9d171157b71612e42f9bf63c3d98dbf65d1070d,331474038
3dd95839d99d47b9543253fd325bb5a0c2abff1c8ee681a970b13b5265378ccc,449897001
d2980269c936ec6875fa6f5c2cbc55ce23a2be2d97e83a866bae26c4258ac8b9,217727003
0149c04960918d08dca9c7bbfd2f3cf893e39d94fcb16ee58b47f57a1d4c34fa,453453032
0e57824c79797704ea06cc1ad2d5af203ae22fc1520849c5bb26a2b88fecd454,453272067
2e15c7ba8daf3c8f2b215fcf79267f7c292eebece8440e80ef969af8d8e53bd7,457039006
120c5aeb93ffe153e0e8b714ba160125e3a369155dfa46c423d60996f8c62924,396135023
8d7334edbaa540972ba867987108045ed23b98cbb7775d23e5e333487b1e9f11,445400025
19355620c4243ef359e007fa8caa59954d554b11e8376cd20d195456cd40f7be,255396007
b934a9b9492059bf3105bf71a2062287d6f47200ba7175457bfde75288344922,304692003
df4ff8c2cc1f501eb10bfec29527cd45f534daf01e7601758059f235463f1816,484767010
417bb753a7f337a1e83e9a4820ce277aafb423f9b50cc687d387e4912bf7901b,454544001
d13b03847b5f07a72dac504bf11c2c8cfeed16381bc8b020982ec6e53da3e8df,368505006
042737c01c7d42acb84b5fdc26779883a694fb8ec782aa0119e6cef404930f8a,218829015
96e9e7ac8f175c09edf451f6447b0fd5a84539635f8509105aba5ed5e45a3818,453445037
e941266055b1e285d2f8b1f47b637123845240a34c693be42187c282a9370c43,426199019
44e474884d3d2bbcd3ad00102e8441f11c01260c57b82b21f72018a96fa3b693,418545037
c58c0def04a9fad6e87a2351c863af893f94a53c8da966f402c8208325188ee9,237347055
653fef30d11da7c68d9ebcf368ac54a84be7165079c192ff67e9b0360e45cef0,270381007
4668a37922af8d8a8af7d41303156b5104936ffc4f3a8e83431bce715f61262c,465619005
964608ae22d30a4b3ced014c51714e72546fcbb47115111ef159c484675ae443,260736025
c590c7887791d2d8e095c6722ef9bb101e82802ba304556acd5f36e8f511827b,456163010
5bfc4171d02f472691cc318c344fd415508f7c21a9e787d326025a0f09643141,456163053
a32c754d76333eecd1023a66e5cd67dcb9582b57342b9420781706b6f5b78aa1,201219001
b2ea5ec46e5a1003b9871f4b0ecb7f24ea9c50d1187be520ef82adda0d6ca3f1,377277037
eb41634cb23fe993d07543a7295d35f716563dfab3f92b2172e3d3168d41fff2,146706001
a9971184c3b704f7bc76c05989e3c0ffeb4ca78bdf82e3f003fed2d0d3a8cb3d,287645002
d37c1f1b4ab356e48cd386d7dc646495f9f0ae1d8891c614cac476668174e051,293510015
be45394e811e8c762fe7dc8abfe9aaa07b2c971f24a3c707c2752b05df878357,326885046
f22447a64e65b6fe1eb14f521e453c5f53432c6487d1a27c61897f02c8fa8461,464454013
bbd8d4400f8f9c11a74e7c26b6929458b5a8abec4c17d36e986f3c2655433c12,438702001
306888f4a2fc75a4c23270752426b5c4f0df1cf5b8c2100a4630c48c1e9f9418,464927003
fecf72388f3a875afb80ca7ec1153ebc6ce913c11b627699fb004fa827c0d206,260736033
e429a72d9f39caacd95b9ec35e41500d56a4e6d78a283ab6de50c52d06c12dcb,479167002
9b1dd3eaa0630043a2ac4d3655cc75dce3c4342e1ceec381f565920cde600c52,483064002
68765551fc10876a870f6ac06bd35b1ca4e2221c4b84102567850832a0255ac5,453065002
a41a801de380616bb7fe5cb56457a2451c0f6b26bb01a252776f5739431153b9,201219014
07bd8439285bb4e42995bb50788986ef067d1ba45cf0a814cfcfcab1c351edfa,411413022
3dbc3857dbe8e4bf6f6b029feefea98597f47eb1b0c7862ecf918556d6993c5c,473507006
576466adfc67187ef47d5577680f4bc7e4abe57149d55aa3cebb704d18a0cc3a,426541036
3db39b9aabe03f3462cfd0ee5c07820effccc4e3e5a6fbd1b0f7fe018b650388,485553008
0ffa4c4875c14abe21b3a5ab094215c04467ebf9c49b9403dcafba702b7f8be2,441386001
4af4841a98e8fafa3f135dcf421403c0e14b55315a28454548b015c3f6ab54bb,366859031
c7afb718f088db07c48e84f38224051c4b7121e45cb45a55571c6ed5eda0a185,481347003
c61918b0f6332a5f703fff6d68809fefe8bf1c903a643707ad4ba8906216112b,300024037
53f51bb3532353aa50a480dd85acccfb4042a9cb334e7ce78f566dc692329652,349669005
ebd790afd67d9b7f2a7b62270598771f3603933978489badc1515aa16d73d5fe,426199018
19ceafda88892e2da94a5bebd7fc3f6627b0516a1d95f4bca9720c166ffd6297,268450034
21a9c23874062078c0ffe889b5ac78ef6c3ea668d1a95c0ff6c13bd67fa4692d,218354001
1cf8e0b0498383e712578b5a593403d26ca435f92749794c33a30910cbb03a34,487053029
1f3115ec7e8974d528bcb914e034a8c7be37141e72b92b8035344996b9f379d2,342034014
74e8dd5e21eb78b0344bc22d639097a2c0dd99fb4ee056eb83f7740d3feda219,485548022
a26b0c9bf2d1df5518bdd28456ad3eac07d1e7a9781b471cdccd1af0fb167d70,447692024
39180e9299631c46cebf0940c5b6dfc5c62195bc2e5ad9ed35f54826711609fc,372860063
8663e5259dd57f8e019087606dedd41dee9882aa147dd91374a0e2c807a6ceaa,464566006
b02908eab8e67d0d80ce8b5b86d86536c1a92501575863f2945b8e5574ddda47,249136034
26800ab91ed88ad4ac8a1648d6d658b7761f4711ad28858994a7f7100748307d,399061026
ae3a96f0d0cc859c0eb622b567e7a1d3a1e450887f25f3ab992f463f8ac9484b,470636007
48a8c05efd0cbce82f4b68b2375cf0a3361661cae610b2df9ca8a48bcc8a6ce0,212629035
6bfb1b531ea797a0deddd3eef2446b56ac590ced40e92b508a744341a121f083,414079002
af2814d7e557295fd1891bbdf524003a55f8dd7f772ba12634fc14f24e3c4c12,399036012
1a110f9321b131996f249c95792140057b572a9672db423d3e43764c4fb4773b,429313020
5c16da1b7ea16845491db9856d7107f59e944fb8082327573cdc8cd517a6c75d,304946034
7ac78b83dd83eac3c6551325fecbdd67aec22d2bd1f48b62bf853fc11fb8a6c4,362931025
5a2d4caf9fa897eb2f54ee6eb84ef943020195a500d18d6343873d332d35a094,426609041
166b6acc02ef55f27312099d780fa2c7803845fd9e58f881358d3c3c96eef3ef,420387004
ecb2a747ea07e39a3e11d026786c3354f873feef675ce56f3da6a017ec83181b,384851013
205115465ec79c320694ae5931c3e2759c8e02f3137b7f62289a9f29b8f0a032,468695016
b32a6c2aba314afa90827d93409c61b3fcc4c7b71cb0573c24dc6c8bb246c3a4,395730035
0d7d79173d08657e34f2f19e545f66eebc9a894856a056ff6555785d1e042d69,484108006
00f11c30dde65dfbcd83d6ee4bb8e350180edeb31e429c19d98aec2491c35721,424468004
60a9989b989807f230b1105fc0d526456b97969ad3f68f7444a97bb0aba8d6b4,215337066
f71015495caf537b97b0b9af5ce484d35c0abce78b3e572b6419903a302df72b,487800035
357e17401124d84736cb1caf3aa3ed54b45556d100b5ef2e145b0d0a3df12e65,475791012
91de5ff17a44a3159ce6e60eb2749c7ce01df03d30a9c31324421feb79f771d5,396135044
e370aa48b0dfd4113638b9cb411294f065d00244f859a76cf9ea72009a0dcbe4,408875030
2cabce11c8d3e2cad3d33bb11af89dec52a4fcd5cc929a066b7ed4b3b8af4117,417773006
17b438c601bfe81303bcb9cb83cfc14320bf4c700b7fbc4551fbfe41a3b202e8,315497017
67e3a32859e122888e17de7835beaf49d9fa5a5cc220be125d522d4db2e01d0e,443696012
3c629353ec30c3f8f08f1f28f05a88bada8ec02840c3b9f9b596c85c2053add2,445400005
5c68893d128608cbc014358157d1821e34670aef693a50df836277edd0dd630c,253448001
62341e887addb2dadf11f8aae4b0837abb5292d7efb55a34a9303d1a64b7aaac,422106001
3e065432f6951e483ed393427e37b9b9bb59a5bc5c4e59f7037f089b2fc4902a,293433054
aa5fcbc52223b58c84b93dd4a83313ea6a31357f5c8589ccde510fa8a87a7699,468345033
dbc9a1d8ab4a29a0f71a5914c6359db64ee554f5d542b019782945529e748b21,481151014
74a2ac2a8e671c66af5546a0867b9166ceae02721b76e1067e620e5b8fcc6ce2,432984001
1ccaf2ecad178bb622e4bea8acce4dfd694540010298d8c9b62bbc865a277b56,452851033
af85087e85c42934d9b56ea910fe67fe34cec146dd38e677ce3d2211285e4366,422106015
48b03801f9d1ff8684e845481bb9ed8d45481a03bc41deac4928942f1c397a7c,456163053
5708472e0e49ba4257bf6754edc2c30597509ac571745d4e11e42b99364d5258,462435029
6061d151b5735267a14b0bf77cab963315d3d6d0b6772834ba6d31c9be67587a,318951032
7a4f44c3d5971d7dd0486f205961b7ea8fe34159f2cf75fdd75138e05bd1320e,464695004
fb2400285bfc593eb72ce8292ad8dfb46bb374e229fb4c3efd00d518089f2ce7,472064015
73d91b24e75c5e21a84730137b4b389f4a93399287d62d0f0f3c8b51c241e4f1,422106001
b7b13f546b9635532eb99d18cf65ede34820ea87859d7a637b5564ed455be5aa,408884001
e4033294a56138a198708c719c96614eef9d29453d7f4874c154ed175e9983ad,276242021
53e13429f75769224b8d9ebf528ff9b168852a98fe656897b15768ab1fc370e4,318035018
8f9f1975d9703de377ec14c3154c576c407ad19f81d7bcfd976bdb0d1a20cded,433414031
6505961f1a7179686d8ec4f40eeff2ef681ec2d5b586d28945ec7517a84a0fac,377277002
36459d0464b688618112aceeb62141baf824e43e0fd8961e35bacd9a0025b020,399087011
6fcdfda435e20e188fde6ae6ba4f257da3b8f004b7a7e11cd6d780ee0868a053,398074055
00402f4463c8dc1b3ee54abfdea280e96cd87320449eca8953eb06769a5c20d4,368603022
f80db6ab5869b291383f108b727b1e1a41bc1cf0c90041c7d73c74e7a9d9978a,427114015
e3ee412bcfbc1ecbddd84f0d10d7edc9b2ef792e81870f7c5303890845c78359,485544008
7f4eb0ccdc8582d21bc05ab5c4aeba25ce58e1fabdca216956e46f02600b7f14,224521001
258858ecb03aa559f64ec85c3feeb3c3be22f69722353cb76b300c23f3061700,411413021
92b22b4b9b23927ac0054a91baeebf495da2b5b2184b17b5dc3a5a275d13dfc9,487827014
113510c295dc9b562f86a65e414e605af4b66b9c891ce0520d776ae5449c1215,417088003
acf0254c00e38ca2b5d11bb1864f51e2513a4a8159e080cbde9b8ece00087b7f,461327007
ff33b485a87c33ef70f22a8f49ec726eb773ec2b56a17e68160b9e0445a4fc0d,449570032
e7dfaf25f96cf3525f0f510a1a3bde465595f872748be2f6496182f195e1ac87,375248006
568b89f9d17693fe63867d8c80b939940d8b8391b8b363ff94e87613ae7a8d9e,481093015
105057d710c0e55076decb213bd5cde342f8bf8017404990edc224dbf7daddae,189634001
1bb8d780f4b178cbc55869f8019c4328f28fc099c3e01834f9be0d663b423fcb,479227001
cdb449e6fdec7afc358b2bfc73e46760f5ee7f31767a670faf78c6a6698fcc53,465655019
6f08abe29bacb39e85734de560c00ed8a194ac01ee5bb9522085a61143b6a825,452851036
4840fa4e7a5d2e796ab7d393b6ec2604b857bf827d322d1ccc1af94deab0cec1,400296011
924ed47226a865ace737c57a3a5ebbcc1b83858d2b81767191c011f24b1b5222,442915001
4e7444ab1a0e29c7b3b32f5b4c28371b0d87d3fe56a79da18352072dcfbf1c2a,426609041
d535fe36d984822f254bd68b8349a73db6c5593cd41551e6c8d5b55d561fb731,428454001
1e5954962d6ab3cd1ee91838ad58d22ddec923cac4420700190f88163e617b2a,380609036
2ac8c2da832205590f6746a611ae13e0a0451c877021dfef5fae9401f0f2f3ff,452851034
651e2d084f911a9941cff5230bb21a1bfb879bcb981ccef45079a4d196766848,341782034
0bceff6b0574c6c17de59510ae0decca310be1e38c319641f2febb88fa9d3206,213690001
d82dde6208ca8bdd36457e70e49a8daed1264fce7bbd1ae0223ebb2604988068,431034005
5e42fb5918ffcdaae6391f8294d917037a540196795e726f3ca01d27b412c799,462435006
27d2ed0919ac0b3351900e1ed7fb77a196835e6591b5dd2dd310db6d4cc0b251,120129025
b635040b44f05abf3a26100bb58f77044235190c69788f6f762c5ea51322d6f5,349301032
34a71079c21f39133799edb6b9ab38635068ad17b3286f7b26fd6e3dc39001c2,390512001
38eb7f227e3cd222df27dc6954db177169e6cb2aecf01e96ca89ed832eb277d5,362931025
0cd1f01e77528936789a8385bbe26b4ddef8057ca96a5226dbfb601e54f8a034,449123002
d3a432ca948c1326701593d0ddc3ed09e59772f841add194cee14825d056f114,318035003
33e9180af24b1f8b86a710202b8f21e58563802759fd90fdcf0475796ab2d257,316553027
2d772e74b959ff1fee15765e0a3106cc73153679c77e1637cbc7552799a1d577,253448056
